"translation_key","old_language_code","new_language_code","text"
"MSG.ARTICLE_GROUP_DUPLICATE_CODE","DE-CH","de-CH","Artikelgruppen-Code existiert bereits."
"MSG.ARTICLE_GROUP_DUPLICATE_CODE","EN-US","en-US","Article group code already exists."
"MSG.ARTICLE_GROUP_LIST_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Artikelgruppenliste."
"MSG.ARTICLE_GROUP_LIST_LOAD_ERROR","EN-US","en-US","Error loading the article group list."
"MSG.ARTICLE_GROUP_NAME_REQUIRED","DE-CH","de-CH","Artikelgruppen-Name ist erforderlich."
"MSG.ARTICLE_GROUP_NAME_REQUIRED","EN-US","en-US","Article group name is required."
"MSG.ARTICLE_GROUP_REQUIRED","DE-CH","de-CH","Artikelgruppe ist erforderlich."
"MSG.ARTICLE_GROUP_REQUIRED","EN-US","en-US","Product group is required."
"MSG.ARTICLE_GROUP_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern der Artikelgruppe."
"MSG.ARTICLE_GROUP_SAVE_ERROR","EN-US","en-US","Error saving the article group."
"MSG.ARTICLE_GROUP_SAVE_OR_CANCEL_FIRST","DE-CH","de-CH","Bitte zuerst speichern oder abbrechen."
"MSG.ARTICLE_GROUP_SAVE_OR_CANCEL_FIRST","EN-US","en-US","Please save or cancel first."
"MSG.ARTICLE_GROUP_SELECT_FIRST","DE-CH","de-CH","Bitte zuerst eine Artikelgruppe auswaehlen."
"MSG.ARTICLE_GROUP_SELECT_FIRST","EN-US","en-US","Please select an article group first."
"MSG.ARTICLE_LIST_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Artikelliste."
"MSG.ARTICLE_LIST_LOAD_ERROR","EN-US","en-US","Error loading the article list."
"MSG.ARTICLE_NAME_REQUIRED","DE-CH","de-CH","Artikelname ist erforderlich."
"MSG.ARTICLE_NAME_REQUIRED","EN-US","en-US","Article name is required."
"MSG.ARTICLE_NO_REQUIRED","DE-CH","de-CH","Artikel-Nr. ist erforderlich."
"MSG.ARTICLE_NO_REQUIRED","EN-US","en-US","Article no. is required."
"MSG.ARTICLE_SALES_PRICE_REQUIRED","DE-CH","de-CH","Verkaufspreis ist erforderlich."
"MSG.ARTICLE_SALES_PRICE_REQUIRED","EN-US","en-US","Sales price is required."
"MSG.ARTICLE_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern des Artikels."
"MSG.ARTICLE_SAVE_ERROR","EN-US","en-US","Error saving the article."
"MSG.ARTICLE_UNIT_REQUIRED","DE-CH","de-CH","Einheit ist erforderlich."
"MSG.ARTICLE_UNIT_REQUIRED","EN-US","en-US","Unit is required."
"MSG.ARTICLE_VAT_REQUIRED","DE-CH","de-CH","MWST-Code ist erforderlich."
"MSG.ARTICLE_VAT_REQUIRED","EN-US","en-US","VAT code is required."
"MSG.DEEPL_API_KEY_MISSING","DE-CH","de-CH","DeepL API-Schluessel ist nicht konfiguriert."
"MSG.DEEPL_API_KEY_MISSING","EN-US","en-US","DeepL API key is not configured."
"MSG.FW_TRANSLATION_AUDIT_CREATE_MISSING_ERROR","DE-CH","de-CH","Fehler beim Erzeugen fehlender Uebersetzungseintraege."
"MSG.FW_TRANSLATION_AUDIT_CREATE_MISSING_ERROR","EN-US","en-US","Error creating missing translation rows."
"MSG.FW_TRANSLATION_AUDIT_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden des Uebersetzungs-Audits."
"MSG.FW_TRANSLATION_AUDIT_LOAD_ERROR","EN-US","en-US","Error loading the translation audit."
"MSG.FW_TRANSLATION_AUDIT_OPEN_ERROR","DE-CH","de-CH","Fehler beim Oeffnen der Uebersetzung."
"MSG.FW_TRANSLATION_AUDIT_OPEN_ERROR","EN-US","en-US","Error opening the translation."
"MSG.FW_TRANSLATION_AUDIT_REFRESH_ERROR","DE-CH","de-CH","Fehler beim Aktualisieren des Uebersetzungs-Audits."
"MSG.FW_TRANSLATION_AUDIT_REFRESH_ERROR","EN-US","en-US","Error refreshing the translation audit."
"MSG.FW_TRANSLATION_AUDIT_SELECT_FIRST","DE-CH","de-CH","Bitte zuerst einen Uebersetzungseintrag auswaehlen."
"MSG.FW_TRANSLATION_AUDIT_SELECT_FIRST","EN-US","en-US","Please select a translation entry first."
"MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM","DE-CH","de-CH","Ungespeicherte Tag-Aenderungen verwerfen?"
"MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM","EN-US","en-US","Discard unsaved tag changes?"
"MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED","DE-CH","de-CH","Bitte zuerst ein Formular auswaehlen."
"MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED","EN-US","en-US","Please select a form first."
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden des Translation-Tag-Generators."
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR","EN-US","en-US","Error loading the translation tag generator."
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR","DE-CH","de-CH","Fehler beim Laden des ausgewaehlten Formulars."
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR","EN-US","en-US","Error loading the selected form."
"MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS","DE-CH","de-CH","Keine fehlenden Translation-Keys zum Setzen gefunden."
"MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS","EN-US","en-US","No missing translation keys were found to set."
"MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE","DE-CH","de-CH","Das markierte Control ist nicht fuer einen Translation-Key geeignet."
"MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE","EN-US","en-US","The selected control is not suitable for a translation key."
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern der Translation-Tags."
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR","EN-US","en-US","Error saving the translation tags."
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS","DE-CH","de-CH","Translation-Tags wurden gespeichert."
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS","EN-US","en-US","Translation tags were saved."
"MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL","DE-CH","de-CH","Bitte zuerst ein Control auswaehlen."
"MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL","EN-US","en-US","Please select a control first."
"MSG.TRANSLATION_EDIT_CANCEL_CONFIRM","DE-CH","de-CH","Ungespeicherte Aenderungen verwerfen?"
"MSG.TRANSLATION_EDIT_CANCEL_CONFIRM","EN-US","en-US","Discard unsaved changes?"
"MSG.TRANSLATION_EDIT_DEEPL_ERROR","DE-CH","de-CH","Fehler beim Abrufen der DeepL-Vorschlaege."
"MSG.TRANSLATION_EDIT_DEEPL_ERROR","EN-US","en-US","Error retrieving DeepL suggestions."
"MSG.TRANSLATION_EDIT_DEEPL_OVERWRITE_CONFIRM","DE-CH","de-CH","Bestehende Zieltexte mit DeepL-Vorschlaegen ersetzen?"
"MSG.TRANSLATION_EDIT_DEEPL_OVERWRITE_CONFIRM","EN-US","en-US","Replace existing target texts with DeepL suggestions?"
"MSG.TRANSLATION_EDIT_DEEPL_SOURCE_REQUIRED","DE-CH","de-CH","Bitte zuerst einen Text in der Ausgangssprache erfassen."
"MSG.TRANSLATION_EDIT_DEEPL_SOURCE_REQUIRED","EN-US","en-US","Please enter a text in the source language first."
"MSG.TRANSLATION_EDIT_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Uebersetzung."
"MSG.TRANSLATION_EDIT_LOAD_ERROR","EN-US","en-US","Error loading the translation."
"MSG.TRANSLATION_EDIT_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern der Uebersetzung."
"MSG.TRANSLATION_EDIT_SAVE_ERROR","EN-US","en-US","Error saving the translation."
"MSG.TRANSLATION_KEY_REQUIRED","DE-CH","de-CH","Uebersetzungsschluessel ist erforderlich."
"MSG.TRANSLATION_KEY_REQUIRED","EN-US","en-US","Translation key is required."
"MSG_INVALID_FIELD_VALUES","DE","de-CH","Bitte korrigieren Sie die ungueltigen Feldwerte."
"MSG_INVALID_FIELD_VALUES","DE-CH","de-CH","Ungültige Feldwerte"
"MSG_INVALID_FIELD_VALUES","EN","en-US","Please correct invalid field values."
"MSG_INVALID_FIELD_VALUES","EN-US","en-US","Invalid field values"
"MSG_MODULE_NOT_ACTIVE","DE","de-CH","Das erforderliche Modul ist nicht aktiv"
"MSG_MODULE_NOT_ACTIVE","DE-CH","de-CH","Modul ist nicht aktiv"
"MSG_MODULE_NOT_ACTIVE","EN","en-US","The required module is not active"
"MSG_MODULE_NOT_ACTIVE","EN-US","en-US","Module is not active"
"MSG_REQUIRED_FIELDS_MISSING","DE","de-CH","Bitte fuellen Sie alle Pflichtfelder aus."
"MSG_REQUIRED_FIELDS_MISSING","DE-CH","de-CH","Benötigte Felder fehlen"
"MSG_REQUIRED_FIELDS_MISSING","EN","en-US","Please fill in all required fields."
"MSG_REQUIRED_FIELDS_MISSING","EN-US","en-US","Required fields missing"
"MSG_ROLE_NOT_ALLOWED","DE","de-CH","Sie sind nicht berechtigt, dieses Formular zu oeffnen"
"MSG_ROLE_NOT_ALLOWED","DE-CH","de-CH","Rolle nicht zulässig"
"MSG_ROLE_NOT_ALLOWED","EN","en-US","You do not have permission to open this form"
"MSG_ROLE_NOT_ALLOWED","EN-US","en-US","Role not allowed"
"NAV.ADDRESS_COCKPIT","DE-CH","de-CH","Cockpit"
"NAV.ADDRESS_COCKPIT","EN-US","en-US","Cockpit"
"NAV.ADDRESS_LIST","DE-CH","de-CH","Adressliste"
"NAV.ADDRESS_LIST","EN-US","en-US","Address list"
"NAV.ARTICLE_GROUPS","DE-CH","de-CH","Artikelgruppen"
"NAV.ARTICLE_GROUPS","EN-US","en-US","Article groups"
"NAV.ARTICLES","DE-CH","de-CH","Artikel"
"NAV.ARTICLES","EN-US","en-US","Articles"
"NAV.DOCUMENT_PREVIEW","DE-CH","de-CH","Dokumentvorschau"
"NAV.DOCUMENT_PREVIEW","EN-US","en-US","Document preview"
"NAV.FW_NAVIGATION_ADMIN","DE-CH","de-CH","Navigation verwalten"
"NAV.FW_NAVIGATION_ADMIN","EN-US","en-US","Manage navigation"
"NAV.FW_TRANSLATION_AUDIT","DE-CH","de-CH","Übersetzungsprüfung"
"NAV.FW_TRANSLATION_AUDIT","EN-US","en-US","Translation audit"
"NAV.FW_TRANSLATION_TAG_GENERATOR","DE-CH","de-CH","Übersetzungs-Tags"
"NAV.FW_TRANSLATION_TAG_GENERATOR","EN-US","en-US","Translation tags"
"NAV.FW_TRANSLATIONS","DE-CH","de-CH","Uebersetzungen pflegen"
"NAV.FW_TRANSLATIONS","EN-US","en-US","Maintain translations"
"NAV.GROUP.ADDRESSES","DE-CH","de-CH","Adressen"
"NAV.GROUP.ADDRESSES","EN-US","en-US","Addresses"
"NAV.GROUP.DOCUMENTS","DE-CH","de-CH","Dokumente"
"NAV.GROUP.DOCUMENTS","EN-US","en-US","Documents"
"NAV.GROUP.FINANCE","DE-CH","de-CH","Finanzen"
"NAV.GROUP.FINANCE","EN-US","en-US","Finance"
"NAV.GROUP.FRAMEWORK","DE-CH","de-CH","Framework"
"NAV.GROUP.FRAMEWORK","EN-US","en-US","Framework"
"NAV.GROUP.ORDERS","DE-CH","de-CH","Bestellungen"
"NAV.GROUP.ORDERS","EN-US","en-US","Orders"
"NAV.GROUP.REPORTING","DE-CH","de-CH","Auswertungen"
"NAV.GROUP.REPORTING","EN-US","en-US","Reports"
"NAV.GROUP.SYSTEM","DE-CH","de-CH","System"
"NAV.GROUP.SYSTEM","EN-US","en-US","System"
"NAV.GROUP.TENANT","DE-CH","de-CH","Mandant"
"NAV.GROUP.TENANT","EN-US","en-US","Tenant"
"NAV.LOCALISATION","DE-CH","de-CH","Lokalisierung"
"NAV.LOCALISATION","EN-US","en-US","Localisation"
"NAV.NEW_ADDRESS","DE-CH","de-CH","Neue Adresse"
"NAV.NEW_ADDRESS","EN-US","en-US","New address"
"NAV.NEW_ARTICLE_GROUP","DE-CH","de-CH","Neue Artikelgruppe"
"NAV.NEW_ARTICLE_GROUP","EN-US","en-US","New article group"
"NAV.TAG_HELP","DE-CH","de-CH","Tag-Hilfe"
"NAV.TAG_HELP","EN-US","en-US","Tag help"
"NAV.TAGS","DE-CH","de-CH","Framework-Tags"
"NAV.TAGS","EN-US","en-US","Framework-Tags"
"NAV.TRANSLATIONS","DE-CH","de-CH","Uebersetzungen"
"NAV.TRANSLATIONS","EN-US","en-US","Translations"
"REF.ARTICLE_TYPE.APPAREL_SIZE","DE-CH","de-CH","Kleidergroesse"
"REF.ARTICLE_TYPE.APPAREL_SIZE","EN-US","en-US","Apparel Size"
"REF.ARTICLE_TYPE.CUSTOM_SIZE","DE-CH","de-CH","Massanfertigung"
"REF.ARTICLE_TYPE.CUSTOM_SIZE","EN-US","en-US","Custom Size"
"REF.ARTICLE_TYPE.DISCOUNT","DE-CH","de-CH","Rabatt"
"REF.ARTICLE_TYPE.DISCOUNT","EN-US","en-US","Discount"
"REF.ARTICLE_TYPE.FEE","DE-CH","de-CH","Gebuehr"
"REF.ARTICLE_TYPE.FEE","EN-US","en-US","Fee"
"REF.ARTICLE_TYPE.PRODUCT","DE-CH","de-CH","Produkt"
"REF.ARTICLE_TYPE.PRODUCT","EN-US","en-US","Product"
"REF.ARTICLE_TYPE.SERVICE","DE-CH","de-CH","Dienstleistung"
"REF.ARTICLE_TYPE.SERVICE","EN-US","en-US","Service"
"REF.ARTICLE_TYPE.SUBSCRIPTION","DE-CH","de-CH","Abonnement"
"REF.ARTICLE_TYPE.SUBSCRIPTION","EN-US","en-US","Subscription"
"REF.ARTICLE_TYPE.WINE","DE-CH","de-CH","Wein"
"REF.ARTICLE_TYPE.WINE","EN-US","en-US","Wine"
"SALUTATION.COMPANY","DE-CH","de-CH","Firma"
"SALUTATION.COMPANY","DE-DE","de-DE","Unternehmen"
"SALUTATION.COMPANY","EN-US","en-US","Company"
"SALUTATION.COMPANY","IT-CH","it-CH","Azienda"
"SALUTATION.MR","DE-CH","de-CH","Herr"
"SALUTATION.MR","DE-DE","de-DE","Herr"
"SALUTATION.MR","EN-US","en-US","Mr."
"SALUTATION.MR","IT-CH","it-CH","Signor"
"SALUTATION.MS","DE-CH","de-CH","Frau"
"SALUTATION.MS","DE-DE","de-DE","Frau"
"SALUTATION.MS","EN-US","en-US","Ms."
"SALUTATION.MS","IT-CH","it-CH","Signora"
"SALUTATION.NEUTRAL","DE-CH","de-CH","Neutral"
"SALUTATION.NEUTRAL","DE-DE","de-DE","Neutral"
"SALUTATION.NEUTRAL","EN-US","en-US","Neutral"
"SALUTATION.NEUTRAL","IT-CH","it-CH","Neutrale"
"STATUS.READY","DE-CH","de-CH","Bereit"
"STATUS.READY","EN-US","en-US","Ready"
"UNIT.HOUR","DE-CH","de-CH","Stunde"
"UNIT.HOUR","DE-DE","de-DE","Stunde"
"UNIT.HOUR","EN-US","en-US","Hour"
"UNIT.HOUR","IT-CH","it-CH","Ora"
"UNIT.KG","DE-CH","de-CH","Kilogramm"
"UNIT.KG","DE-DE","de-DE","Kilogramm"
"UNIT.KG","EN-US","en-US","Kilogram"
"UNIT.KG","IT-CH","it-CH","Chilogrammo"
"UNIT.LITER","DE-CH","de-CH","Liter"
"UNIT.LITER","DE-DE","de-DE","Liter"
"UNIT.LITER","EN-US","en-US","Liter"
"UNIT.LITER","IT-CH","it-CH","Litro"
"UNIT.METER","DE-CH","de-CH","Meter"
"UNIT.METER","DE-DE","de-DE","Meter"
"UNIT.METER","EN-US","en-US","Meter"
"UNIT.METER","IT-CH","it-CH","Metro"
"UNIT.PACKAGE","DE-CH","de-CH","Paket"
"UNIT.PACKAGE","DE-DE","de-DE","Paket"
"UNIT.PACKAGE","EN-US","en-US","Package"
"UNIT.PACKAGE","IT-CH","it-CH","Pacco"
"UNIT.PCS","DE-CH","de-CH","Stk"
"UNIT.PCS","DE-DE","de-DE","Stk"
"UNIT.PCS","EN-US","en-US","pcs"
"UNIT.PCS","IT-CH","it-CH","pz"
"VAT.CH.REDUCED","DE-CH","de-CH","Reduzierter Satz"
"VAT.CH.REDUCED","DE-DE","de-DE","Ermaessigter Satz"
"VAT.CH.REDUCED","EN-US","en-US","Reduced rate"
"VAT.CH.REDUCED","IT-CH","it-CH","Aliquota ridotta"
"VAT.CH.SPECIAL","DE-CH","de-CH","Sondersatz"
"VAT.CH.SPECIAL","DE-DE","de-DE","Sondersatz"
"VAT.CH.SPECIAL","EN-US","en-US","Special rate"
"VAT.CH.SPECIAL","IT-CH","it-CH","Aliquota speciale"
"VAT.CH.STANDARD","DE-CH","de-CH","Normalsatz"
"VAT.CH.STANDARD","DE-DE","de-DE","Standardsatz"
"VAT.CH.STANDARD","EN-US","en-US","Standard rate"
"VAT.CH.STANDARD","IT-CH","it-CH","Aliquota normale"
"VAT.CH.ZERO","DE-CH","de-CH","Nullsatz"
"VAT.CH.ZERO","DE-DE","de-DE","Nullsatz"
"VAT.CH.ZERO","EN-US","en-US","Zero rate"
"VAT.CH.ZERO","IT-CH","it-CH","Aliquota zero"
